LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,Heating,CentralAir,Electrical,Functional,PavedDrive,SaleType,SaleCondition,MSSubClass,HeatingQC,KitchenQual,OverallQual,OverallCond,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,GarageQual,GarageCond,Alley,FireplaceQu,GarageYrBlt,Fence
79.0,9245.0,2006.0,2006.0,0.0,0.0,939.0,939.0,939.0,858.0,1797.0,8.0,639.0,144.0,53.0,0.0,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,0,2,1,3,1,0,2,Gd,TA,Av,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,2006.0,NoFence
60.0,9000.0,1928.0,1950.0,0.0,0.0,784.0,784.0,784.0,0.0,784.0,5.0,360.0,0.0,0.0,91.0,RH,Reg,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,GasA,N,FuseA,Typ,N,WD,Normal,45,TA,TA,6,3,0,1,0,2,1,0,2,Fa,Fa,No,Unf,Unf,Detchd,Unf,Fa,Fa,NoAlley,NoFireplace,1950.0,NoFence
69.0,53107.0,1992.0,1992.0,0.0,985.0,595.0,1580.0,1079.0,874.0,1953.0,9.0,501.0,216.0,231.0,0.0,RL,IR2,Low,Corner,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,6,5,1,2,1,3,1,2,2,Gd,TA,Av,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Fa,1992.0,NoFence
43.0,3182.0,2004.0,2005.0,16.0,24.0,1232.0,1256.0,1269.0,0.0,1269.0,6.0,430.0,146.0,20.0,0.0,RL,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,Ex,Gd,8,5,0,2,0,2,1,1,2,Gd,TA,No,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,TA,2004.0,NoFence
58.0,8410.0,1910.0,1996.0,0.0,0.0,658.0,658.0,658.0,526.0,1184.0,8.0,0.0,0.0,151.0,0.0,RL,Reg,Lvl,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,None,TA,Fa,PConc,GasA,Y,SBrkr,Typ,N,WD,AdjLand,50,TA,TA,5,3,0,1,0,5,1,0,0,TA,TA,No,Unf,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
72.0,7200.0,1976.0,1976.0,255.0,631.0,410.0,1041.0,1125.0,0.0,1125.0,6.0,352.0,296.0,0.0,0.0,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Abnorml,80,Ex,TA,6,6,1,1,0,3,1,1,1,TA,TA,Av,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,Fa,1977.0,GdWo
93.0,9382.0,1999.0,2000.0,125.0,0.0,1468.0,1468.0,1479.0,0.0,1479.0,6.0,577.0,120.0,25.0,0.0,RL,IR1,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,7,5,0,2,0,3,1,0,2,Gd,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1999.0,NoFence
96.0,12474.0,2007.0,2008.0,272.0,1280.0,402.0,1682.0,1742.0,590.0,2332.0,9.0,846.0,196.0,134.0,0.0,RL,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,60,Ex,Ex,10,5,1,2,1,3,1,1,3,Ex,TA,Av,GLQ,Unf,BuiltIn,Fin,TA,TA,NoAlley,Ex,2008.0,NoFence
50.0,8405.0,1900.0,1950.0,0.0,241.0,229.0,861.0,961.0,406.0,1367.0,7.0,384.0,0.0,130.0,112.0,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,Ex,TA,5,8,1,1,0,4,1,0,1,TA,Gd,No,Rec,BLQ,Detchd,Unf,TA,TA,Grvl,NoFireplace,1978.0,MnPrv
71.0,12209.0,2001.0,2002.0,0.0,690.0,114.0,804.0,804.0,1157.0,1961.0,7.0,560.0,125.0,192.0,0.0,RL,IR1,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,6,5,1,2,1,3,1,1,2,Ex,TA,No,ALQ,Unf,BuiltIn,Fin,TA,TA,NoAlley,TA,2001.0,NoFence
69.0,8339.0,1959.0,1959.0,0.0,0.0,0.0,0.0,882.0,0.0,882.0,5.0,294.0,0.0,0.0,0.0,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,5,7,0,1,0,3,1,0,1,NoBasement,NoBasement,NoBasement,NoBasement,NoBasement,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1959.0,MnPrv
69.0,7446.0,1941.0,1950.0,0.0,266.0,522.0,788.0,788.0,0.0,788.0,4.0,0.0,0.0,0.0,0.0,RL,Reg,Lvl,Corner,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,GasA,Y,FuseA,Typ,Y,WD,Abnorml,30,TA,TA,4,5,0,1,0,2,1,2,0,TA,TA,No,Rec,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,TA,0.0,GdWo
60.0,10134.0,1940.0,1950.0,0.0,0.0,735.0,735.0,735.0,299.0,1034.0,5.0,240.0,0.0,39.0,0.0,RL,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,FuseA,Typ,Y,WD,Normal,50,Gd,TA,5,6,0,1,0,2,1,0,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1940.0,NoFence
68.0,9571.0,1956.0,1956.0,0.0,739.0,405.0,1144.0,1144.0,0.0,1144.0,6.0,596.0,44.0,0.0,0.0,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,5,6,1,1,0,3,1,0,1,TA,TA,Av,BLQ,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1956.0,NoFence
60.0,7200.0,1972.0,1972.0,0.0,777.0,117.0,894.0,894.0,0.0,894.0,6.0,600.0,215.0,0.0,0.0,RL,Reg,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,5,5,0,1,0,2,1,0,2,TA,TA,Av,Rec,Unf,Detchd,RFn,TA,TA,NoAlley,NoFireplace,1985.0,NoFence
69.0,7590.0,1962.0,1962.0,288.0,540.0,324.0,864.0,876.0,936.0,1812.0,8.0,264.0,0.0,168.0,0.0,RL,Reg,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,TA,TA,5,5,0,2,0,4,1,1,1,TA,TA,No,ALQ,Unf,Attchd,RFn,TA,TA,NoAlley,TA,1962.0,NoFence
60.0,8967.0,1920.0,1950.0,0.0,0.0,961.0,961.0,1077.0,0.0,1077.0,6.0,338.0,0.0,0.0,0.0,RM,Reg,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,GasA,Y,Mix,Maj2,N,WD,Abnorml,30,Gd,TA,5,2,0,1,0,2,1,0,1,Fa,Po,No,Unf,Unf,Detchd,Unf,Po,Po,NoAlley,NoFireplace,1920.0,NoFence
65.0,8125.0,2006.0,2007.0,100.0,812.0,280.0,1092.0,1112.0,438.0,1550.0,7.0,438.0,0.0,168.0,0.0,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,1,2,0,2,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,NoFireplace,2007.0,NoFence
38.0,14963.0,1996.0,1996.0,0.0,786.0,474.0,1260.0,1288.0,0.0,1288.0,4.0,500.0,120.0,30.0,0.0,RL,IR2,Lvl,Inside,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,Ex,Ex,8,5,1,1,1,1,1,2,2,Gd,TA,No,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,1996.0,NoFence
65.0,8767.0,2005.0,2005.0,0.0,24.0,1286.0,1310.0,1310.0,0.0,1310.0,6.0,400.0,0.0,0.0,0.0,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,7,5,0,2,0,3,1,1,2,Gd,TA,Av,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,2005.0,NoFence
60.0,10200.0,1940.0,1997.0,0.0,0.0,672.0,672.0,672.0,0.0,672.0,4.0,240.0,168.0,0.0,0.0,RL,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,N,WD,Normal,30,Ex,TA,5,8,0,1,0,2,1,0,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1940.0,GdPrv
93.0,12090.0,1998.0,1998.0,650.0,0.0,1141.0,1141.0,1165.0,1098.0,2263.0,10.0,420.0,144.0,123.0,0.0,RL,Reg,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Abnorml,60,Gd,Gd,8,5,0,2,1,4,1,1,2,Gd,TA,No,Unf,Unf,BuiltIn,Fin,TA,TA,NoAlley,TA,1998.0,NoFence
69.0,10364.0,1995.0,1996.0,0.0,0.0,806.0,806.0,806.0,766.0,1572.0,7.0,373.0,0.0,40.0,0.0,RL,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Gd,TA,6,5,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,BuiltIn,Fin,TA,TA,NoAlley,TA,1995.0,NoFence
69.0,9991.0,1976.0,1993.0,0.0,1116.0,165.0,1281.0,1620.0,0.0,1620.0,8.0,490.0,120.0,78.0,0.0,RL,IR1,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Min1,Y,WD,Normal,20,Ex,TA,4,4,1,2,0,3,1,1,2,TA,TA,No,BLQ,Unf,Attchd,Unf,TA,TA,NoAlley,TA,1993.0,GdWo
51.0,10480.0,1936.0,1950.0,0.0,0.0,1064.0,1064.0,1166.0,0.0,1639.0,6.0,240.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,GasA,Y,FuseA,Maj2,Y,WD,Normal,50,Ex,TA,6,5,0,1,0,3,1,0,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1936.0,NoFence
63.0,15576.0,1915.0,1976.0,0.0,0.0,840.0,840.0,840.0,840.0,1680.0,8.0,308.0,0.0,0.0,160.0,RL,Reg,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,70,Ex,TA,6,7,0,2,0,4,1,0,1,Gd,TA,No,Unf,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1960.0,NoFence
109.0,14154.0,2006.0,2006.0,350.0,0.0,1063.0,1063.0,1071.0,1101.0,2172.0,9.0,947.0,192.0,62.0,0.0,RL,Reg,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,60,Ex,Gd,7,5,0,2,1,3,1,1,3,Ex,Gd,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2006.0,NoFence
85.0,10800.0,2007.0,2008.0,100.0,789.0,245.0,1034.0,1050.0,1028.0,2078.0,8.0,836.0,0.0,102.0,0.0,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,60,Ex,Ex,8,5,1,2,1,3,1,1,3,Ex,TA,No,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,2008.0,NoFence
68.0,9571.0,1958.0,1958.0,0.0,0.0,1276.0,1276.0,1276.0,0.0,1276.0,5.0,350.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkComm,Brk Cmn,None,TA,Fa,CBlock,GasA,Y,FuseA,Mod,Y,COD,Abnorml,20,TA,TA,5,3,0,1,0,3,1,0,1,TA,Fa,No,Unf,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1958.0,NoFence
100.0,34650.0,1955.0,1955.0,0.0,1056.0,0.0,1056.0,1056.0,0.0,1056.0,5.0,572.0,264.0,0.0,0.0,RL,Reg,Bnk,Inside,Gilbert,Norm,Norm,2fmCon,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,GasA,N,SBrkr,Typ,Y,WD,Normal,190,TA,TA,5,5,1,1,0,3,1,0,2,TA,TA,Mn,Rec,Unf,Attchd,Fin,TA,TA,NoAlley,NoFireplace,1955.0,NoFence
69.0,4403.0,2009.0,2009.0,432.0,578.0,892.0,1470.0,1478.0,0.0,1478.0,7.0,484.0,0.0,144.0,0.0,FV,IR2,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,Ex,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,7,5,1,2,1,2,1,1,2,Ex,TA,Av,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,2009.0,NoFence
56.0,8960.0,1927.0,1950.0,0.0,0.0,1008.0,1008.0,1028.0,0.0,1028.0,5.0,360.0,0.0,0.0,130.0,RM,Reg,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,GasA,Y,FuseA,Typ,Y,WD,Normal,30,Gd,TA,5,6,0,1,0,2,1,1,2,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,Grvl,Gd,1927.0,NoFence
59.0,11228.0,1993.0,1993.0,0.0,50.0,499.0,1080.0,1080.0,1017.0,2097.0,9.0,678.0,196.0,187.0,0.0,RL,IR2,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,0,2,1,3,1,1,3,Gd,TA,No,BLQ,GLQ,Attchd,Unf,TA,TA,NoAlley,TA,1993.0,NoFence
73.0,8899.0,2007.0,2007.0,0.0,24.0,1316.0,1340.0,1340.0,0.0,1340.0,6.0,396.0,100.0,30.0,0.0,RL,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,7,5,0,2,0,3,1,0,2,Gd,TA,Av,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,NoFireplace,2007.0,NoFence
74.0,7844.0,1978.0,1978.0,203.0,209.0,463.0,672.0,672.0,728.0,1400.0,6.0,440.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,TA,TA,6,7,0,1,1,3,1,1,2,TA,TA,No,ALQ,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1978.0,NoFence
86.0,22420.0,1918.0,1950.0,0.0,1128.0,242.0,1370.0,1370.0,1254.0,2624.0,10.0,864.0,0.0,0.0,0.0,RL,IR1,Lvl,Inside,Crawfor,Feedr,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,None,TA,TA,BrkTil,GasW,N,FuseA,Typ,N,WD,Normal,70,TA,TA,6,6,1,2,1,4,1,1,3,Gd,TA,No,BLQ,Unf,Detchd,Unf,TA,TA,NoAlley,Gd,1918.0,NoFence
60.0,8160.0,1940.0,1950.0,0.0,312.0,444.0,756.0,756.0,378.0,1134.0,7.0,240.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,GasA,N,FuseF,Typ,P,WD,AdjLand,50,Fa,TA,5,6,1,1,1,3,1,0,1,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1940.0,NoFence
65.0,8450.0,1968.0,1968.0,0.0,775.0,281.0,1056.0,1056.0,0.0,1056.0,6.0,304.0,0.0,85.0,184.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,5,6,1,1,0,3,1,1,1,TA,TA,No,BLQ,Unf,Attchd,Unf,TA,TA,NoAlley,Fa,1968.0,NoFence
78.0,7060.0,1997.0,1998.0,200.0,1309.0,35.0,1344.0,1344.0,0.0,1344.0,8.0,784.0,0.0,0.0,0.0,RM,Reg,Lvl,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,GasA,Y,SBrkr,Typ,Y,WD,Alloca,90,Ex,TA,7,5,2,2,0,2,2,0,4,Gd,Gd,Gd,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,NoFireplace,1997.0,NoFence
69.0,16635.0,1977.0,2000.0,126.0,1246.0,356.0,1602.0,1602.0,0.0,1602.0,8.0,529.0,240.0,0.0,0.0,RL,IR1,Lvl,FR2,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,Gd,6,7,0,2,0,3,1,1,2,Gd,TA,No,ALQ,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1977.0,NoFence
100.0,21750.0,1954.0,1954.0,0.0,0.0,988.0,988.0,988.0,0.0,988.0,4.0,520.0,0.0,0.0,0.0,RL,Reg,HLS,Inside,Mitchel,Artery,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,GasA,Y,FuseA,Typ,N,WD,Normal,20,Ex,TA,5,5,0,1,0,2,1,0,2,TA,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1954.0,NoFence
80.0,9200.0,1998.0,1998.0,473.0,986.0,484.0,1470.0,1470.0,1160.0,2630.0,8.0,696.0,0.0,66.0,0.0,RL,Reg,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Gd,Gd,8,5,1,2,1,4,1,1,3,Gd,TA,No,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1998.0,NoFence
72.0,9000.0,1956.0,1956.0,74.0,616.0,580.0,1196.0,1196.0,0.0,1196.0,6.0,297.0,0.0,44.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,GasA,Y,FuseA,Typ,Y,WD,Normal,20,Gd,TA,6,5,1,1,0,2,1,1,1,Gd,TA,No,LwQ,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,1956.0,NoFence
60.0,3378.0,1946.0,1992.0,0.0,0.0,651.0,651.0,707.0,682.0,1389.0,6.0,240.0,0.0,0.0,126.0,RM,Reg,HLS,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,P,WD,Normal,60,Gd,TA,7,8,0,1,1,3,1,2,1,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,Grvl,Gd,1947.0,NoFence
69.0,12800.0,1989.0,1989.0,145.0,1518.0,0.0,1518.0,1644.0,0.0,1644.0,5.0,569.0,80.0,0.0,0.0,RL,Reg,Low,Inside,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,80,Gd,Gd,7,5,1,2,0,2,1,1,2,Gd,TA,Gd,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1989.0,NoFence
77.0,8593.0,1957.0,1957.0,0.0,288.0,619.0,907.0,907.0,0.0,907.0,5.0,352.0,0.0,0.0,0.0,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,4,6,0,1,0,3,1,0,1,TA,TA,No,Rec,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1964.0,NoFence
64.0,6762.0,2007.0,2007.0,108.0,664.0,544.0,1208.0,1208.0,0.0,1208.0,6.0,628.0,105.0,54.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,7,5,1,2,0,2,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,2007.0,NoFence
130.0,11457.0,1988.0,1988.0,0.0,1005.0,387.0,1392.0,1412.0,0.0,1412.0,6.0,576.0,0.0,0.0,169.0,RL,IR1,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,Gd,6,5,1,2,0,3,1,1,2,Gd,TA,Mn,GLQ,Unf,Attchd,Unf,TA,TA,NoAlley,TA,1988.0,NoFence
21.0,1680.0,1971.0,1971.0,232.0,387.0,96.0,483.0,483.0,504.0,987.0,4.0,264.0,0.0,0.0,0.0,RM,Reg,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,COD,Abnorml,160,TA,TA,6,5,0,1,1,2,1,0,1,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1971.0,NoFence
60.0,5586.0,1920.0,1998.0,0.0,0.0,901.0,901.0,1088.0,110.0,1198.0,7.0,0.0,0.0,98.0,0.0,RM,IR1,Bnk,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,N,ConLD,Abnorml,50,Gd,TA,6,7,0,1,0,4,1,0,0,TA,TA,No,Unf,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,MnPrv
24.0,1920.0,1971.0,1971.0,376.0,471.0,294.0,765.0,765.0,600.0,1365.0,6.0,440.0,240.0,36.0,0.0,RM,Reg,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Min1,Y,WD,Normal,160,Ex,TA,5,5,1,1,1,2,1,0,2,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1971.0,NoFence
100.0,10839.0,1997.0,1998.0,0.0,0.0,926.0,926.0,926.0,678.0,1604.0,7.0,470.0,0.0,36.0,0.0,RL,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,TA,6,5,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1997.0,NoFence
21.0,1890.0,1972.0,1972.0,0.0,495.0,135.0,630.0,630.0,0.0,630.0,3.0,0.0,88.0,0.0,0.0,RM,Reg,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,180,Gd,TA,4,7,1,1,0,1,1,0,0,Gd,TA,Av,ALQ,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
